"assertionID"	"materialEntityID"	"assertionValueNumeric"	"assertionType"	"assertionUnit"
"P388.1BL"	"P388.1BL_preserved"	41	"dry weight biomass"	"mg"
"IM19_504"	"P388.1BL_pure"	5	"DNA concentration"	"ng/µl"
"P388.1BS"	"P388.1BS_preserved"	146	"dry weight biomass"	"mg"
"IM19_503"	"P388.1BS_pure"	55	"DNA concentration"	"ng/µl"
"IM19_1035"	"P388.2AS_pure"	11	"DNA concentration"	"ng/µl"
"P388.2BL"	"P388.2BL_preserved"	14	"dry weight biomass"	"mg"
"IM19_506"	"P388.2BL_pure"	4	"DNA concentration"	"ng/µl"
"P388.2BS"	"P388.2BS_preserved"	41	"dry weight biomass"	"mg"
"IM19_505"	"P388.2BS_pure"	30	"DNA concentration"	"ng/µl"
"P389.1AL"	"P389.1AL_preserved"	35	"dry weight biomass"	"mg"
"IM19_1037"	"P389.1AL_pure"	5	"DNA concentration"	"ng/µl"
"P389.1AS"	"P389.1AS_preserved"	127	"dry weight biomass"	"mg"
"IM19_1036"	"P389.1AS_pure"	56	"DNA concentration"	"ng/µl"
"P389.1BL"	"P389.1BL_preserved"	45	"dry weight biomass"	"mg"
"IM19_508"	"P389.1BL_pure"	3	"DNA concentration"	"ng/µl"
"P389.1BS"	"P389.1BS_preserved"	110	"dry weight biomass"	"mg"
"IM19_507"	"P389.1BS_pure"	59	"DNA concentration"	"ng/µl"
"P389.2AS"	"P389.2AS_preserved"	57	"dry weight biomass"	"mg"
"IM19_1038"	"P389.2AS_pure"	48	"DNA concentration"	"ng/µl"
"P389.2BL"	"P389.2BL_preserved"	7	"dry weight biomass"	"mg"
"IM19_510"	"P389.2BL_pure"	1	"DNA concentration"	"ng/µl"
"P389.2BS"	"P389.2BS_preserved"	78	"dry weight biomass"	"mg"
"IM19_509"	"P389.2BS_pure"	47	"DNA concentration"	"ng/µl"
"P39.1AL"	"P39.1AL_preserved"	23	"dry weight biomass"	"mg"
"IM18_759"	"P39.1AL_pure"	4	"DNA concentration"	"ng/µl"
"P39.1AS"	"P39.1AS_preserved"	25	"dry weight biomass"	"mg"
"IM18_758"	"P39.1AS_pure"	17	"DNA concentration"	"ng/µl"
"P39.1BL"	"P39.1BL_preserved"	30	"dry weight biomass"	"mg"
"IM18_689"	"P39.1BL_pure"	7	"DNA concentration"	"ng/µl"
"P39.1BS"	"P39.1BS_preserved"	51	"dry weight biomass"	"mg"
"IM18_688"	"P39.1BS_pure"	25	"DNA concentration"	"ng/µl"
"P39.2AL"	"P39.2AL_preserved"	148	"dry weight biomass"	"mg"
"IM18_965"	"P39.2AL_pure"	60	"DNA concentration"	"ng/µl"
"P39.2AS"	"P39.2AS_preserved"	65	"dry weight biomass"	"mg"
"IM18_964"	"P39.2AS_pure"	56	"DNA concentration"	"ng/µl"
"P39.2BL"	"P39.2BL_preserved"	6	"dry weight biomass"	"mg"
"IM18_967"	"P39.2BL_pure"	13	"DNA concentration"	"ng/µl"
"P39.2BS"	"P39.2BS_preserved"	92	"dry weight biomass"	"mg"
"IM18_966"	"P39.2BS_pure"	56	"DNA concentration"	"ng/µl"
"P390.1AS"	"P390.1AS_preserved"	182	"dry weight biomass"	"mg"
"IM19_1039"	"P390.1AS_pure"	60	"DNA concentration"	"ng/µl"
"P390.1BS"	"P390.1BS_preserved"	151	"dry weight biomass"	"mg"
"IM19_511"	"P390.1BS_pure"	63	"DNA concentration"	"ng/µl"
"P390.2AS"	"P390.2AS_preserved"	121	"dry weight biomass"	"mg"
"IM19_1040"	"P390.2AS_pure"	55	"DNA concentration"	"ng/µl"
"P390.2BL"	"P390.2BL_preserved"	37	"dry weight biomass"	"mg"
"IM19_513"	"P390.2BL_pure"	6	"DNA concentration"	"ng/µl"
"P390.2BS"	"P390.2BS_preserved"	269	"dry weight biomass"	"mg"
"IM19_512"	"P390.2BS_pure"	82	"DNA concentration"	"ng/µl"
"P392.1AS"	"P392.1AS_preserved"	194	"dry weight biomass"	"mg"
"IM19_1041"	"P392.1AS_pure"	61	"DNA concentration"	"ng/µl"
"P392.1BS"	"P392.1BS_preserved"	130	"dry weight biomass"	"mg"
"IM19_514"	"P392.1BS_pure"	66	"DNA concentration"	"ng/µl"
"P392.2AS"	"P392.2AS_preserved"	53	"dry weight biomass"	"mg"
"IM19_1042"	"P392.2AS_pure"	37	"DNA concentration"	"ng/µl"
"P392.2BS"	"P392.2BS_preserved"	58	"dry weight biomass"	"mg"
"IM19_515"	"P392.2BS_pure"	34	"DNA concentration"	"ng/µl"
"P393.1AL"	"P393.1AL_preserved"	183	"dry weight biomass"	"mg"
"IM19_1044"	"P393.1AL_pure"	8	"DNA concentration"	"ng/µl"
"P393.1AS"	"P393.1AS_preserved"	128	"dry weight biomass"	"mg"
"IM19_1043"	"P393.1AS_pure"	55	"DNA concentration"	"ng/µl"
"P393.1BL"	"P393.1BL_preserved"	60	"dry weight biomass"	"mg"
"IM19_517"	"P393.1BL_pure"	12	"DNA concentration"	"ng/µl"
"P393.1BS"	"P393.1BS_preserved"	427	"dry weight biomass"	"mg"
"IM19_516"	"P393.1BS_pure"	82	"DNA concentration"	"ng/µl"
"P393.2AL"	"P393.2AL_preserved"	74	"dry weight biomass"	"mg"
"IM19_1046"	"P393.2AL_pure"	8	"DNA concentration"	"ng/µl"
"P393.2AS"	"P393.2AS_preserved"	117	"dry weight biomass"	"mg"
"IM19_1045"	"P393.2AS_pure"	58	"DNA concentration"	"ng/µl"
"P393.2BL"	"P393.2BL_preserved"	81	"dry weight biomass"	"mg"
"IM19_519"	"P393.2BL_pure"	29	"DNA concentration"	"ng/µl"
"P393.2BS"	"P393.2BS_preserved"	284	"dry weight biomass"	"mg"
"IM19_518"	"P393.2BS_pure"	51	"DNA concentration"	"ng/µl"
"P394.1AL"	"P394.1AL_preserved"	7	"dry weight biomass"	"mg"
"IM19_1048"	"P394.1AL_pure"	2	"DNA concentration"	"ng/µl"
"P394.1AS"	"P394.1AS_preserved"	39	"dry weight biomass"	"mg"
"IM19_1047"	"P394.1AS_pure"	38	"DNA concentration"	"ng/µl"
"P394.1BL"	"P394.1BL_preserved"	2	"dry weight biomass"	"mg"
"IM19_521"	"P394.1BL_pure"	8	"DNA concentration"	"ng/µl"
"P394.1BS"	"P394.1BS_preserved"	63	"dry weight biomass"	"mg"
"IM19_520"	"P394.1BS_pure"	55	"DNA concentration"	"ng/µl"
"P394.2AL"	"P394.2AL_preserved"	33	"dry weight biomass"	"mg"
"IM19_1050"	"P394.2AL_pure"	2	"DNA concentration"	"ng/µl"
"P394.2AS"	"P394.2AS_preserved"	68	"dry weight biomass"	"mg"
"IM19_1049"	"P394.2AS_pure"	46	"DNA concentration"	"ng/µl"
"P394.2BL"	"P394.2BL_preserved"	56	"dry weight biomass"	"mg"
"IM19_523"	"P394.2BL_pure"	17	"DNA concentration"	"ng/µl"
"P394.2BS"	"P394.2BS_preserved"	63	"dry weight biomass"	"mg"
"IM19_522"	"P394.2BS_pure"	38	"DNA concentration"	"ng/µl"
"P395.1AL"	"P395.1AL_preserved"	258	"dry weight biomass"	"mg"
"IM19_1052"	"P395.1AL_pure"	45	"DNA concentration"	"ng/µl"
"P395.1AS"	"P395.1AS_preserved"	1584	"dry weight biomass"	"mg"
"IM19_1051"	"P395.1AS_pure"	71	"DNA concentration"	"ng/µl"
"P395.1BL"	"P395.1BL_preserved"	84	"dry weight biomass"	"mg"
"IM19_525"	"P395.1BL_pure"	10	"DNA concentration"	"ng/µl"
"P395.1BS"	"P395.1BS_preserved"	484	"dry weight biomass"	"mg"
"IM19_524"	"P395.1BS_pure"	130	"DNA concentration"	"ng/µl"
"P397.1AL"	"P397.1AL_preserved"	45	"dry weight biomass"	"mg"
"IM19_1054"	"P397.1AL_pure"	3	"DNA concentration"	"ng/µl"
"P397.1AS"	"P397.1AS_preserved"	70	"dry weight biomass"	"mg"
"IM19_1053"	"P397.1AS_pure"	40	"DNA concentration"	"ng/µl"
"P397.1BL"	"P397.1BL_preserved"	74	"dry weight biomass"	"mg"
"IM19_527"	"P397.1BL_pure"	13	"DNA concentration"	"ng/µl"
"P397.1BS"	"P397.1BS_preserved"	135	"dry weight biomass"	"mg"
"IM19_526"	"P397.1BS_pure"	56	"DNA concentration"	"ng/µl"
"P4.1AL"	"P4.1AL_preserved"	127	"dry weight biomass"	"mg"
"IM18_748"	"P4.1AL_pure"	35	"DNA concentration"	"ng/µl"
"P4.1AS"	"P4.1AS_preserved"	56	"dry weight biomass"	"mg"
"IM18_747"	"P4.1AS_pure"	33	"DNA concentration"	"ng/µl"
"P4.1BL"	"P4.1BL_preserved"	136	"dry weight biomass"	"mg"
"IM18_625"	"P4.1BL_pure"	41	"DNA concentration"	"ng/µl"
"P4.1BS"	"P4.1BS_preserved"	97	"dry weight biomass"	"mg"
"IM18_624"	"P4.1BS_pure"	51	"DNA concentration"	"ng/µl"
"P4.2AL"	"P4.2AL_preserved"	63	"dry weight biomass"	"mg"
"IM18_1045"	"P4.2AL_pure"	14	"DNA concentration"	"ng/µl"
"P4.2AS"	"P4.2AS_preserved"	107	"dry weight biomass"	"mg"
"IM18_1044"	"P4.2AS_pure"	37	"DNA concentration"	"ng/µl"
"P4.2BL"	"P4.2BL_preserved"	38	"dry weight biomass"	"mg"
"IM18_628"	"P4.2BL_pure"	9	"DNA concentration"	"ng/µl"
"P4.2BS"	"P4.2BS_preserved"	142	"dry weight biomass"	"mg"
"IM18_627"	"P4.2BS_pure"	65	"DNA concentration"	"ng/µl"
"P40.1AL"	"P40.1AL_preserved"	64	"dry weight biomass"	"mg"
"IM18_761"	"P40.1AL_pure"	10	"DNA concentration"	"ng/µl"
"P40.1AS"	"P40.1AS_preserved"	55	"dry weight biomass"	"mg"
"IM18_760"	"P40.1AS_pure"	34	"DNA concentration"	"ng/µl"
"P40.1BL"	"P40.1BL_preserved"	21	"dry weight biomass"	"mg"
"IM18_680"	"P40.1BL_pure"	13	"DNA concentration"	"ng/µl"
"P40.1BS"	"P40.1BS_preserved"	37	"dry weight biomass"	"mg"
"IM18_679"	"P40.1BS_pure"	22	"DNA concentration"	"ng/µl"
"P40.2AL"	"P40.2AL_preserved"	9	"dry weight biomass"	"mg"
"P40.2AS"	"P40.2AS_preserved"	52	"dry weight biomass"	"mg"
"IM18_749"	"P40.2AS_pure"	31	"DNA concentration"	"ng/µl"
"P40.2BS"	"P40.2BS_preserved"	60	"dry weight biomass"	"mg"
"IM18_629"	"P40.2BS_pure"	48	"DNA concentration"	"ng/µl"
"P41.1AS"	"P41.1AS_preserved"	63	"dry weight biomass"	"mg"
"IM18_897"	"P41.1AS_pure"	43	"DNA concentration"	"ng/µl"
"P41.1BS"	"P41.1BS_preserved"	59	"dry weight biomass"	"mg"
"IM18_898"	"P41.1BS_pure"	20	"DNA concentration"	"ng/µl"
"P41.2AL"	"P41.2AL_preserved"	147	"dry weight biomass"	"mg"
"IM18_1057"	"P41.2AL_pure"	13	"DNA concentration"	"ng/µl"
"P41.2AS"	"P41.2AS_preserved"	257	"dry weight biomass"	"mg"
"IM18_1056"	"P41.2AS_pure"	32	"DNA concentration"	"ng/µl"
"P42.1AL"	"P42.1AL_preserved"	63	"dry weight biomass"	"mg"
"IM18_969"	"P42.1AL_pure"	34	"DNA concentration"	"ng/µl"
"P42.1AS"	"P42.1AS_preserved"	15	"dry weight biomass"	"mg"
"IM18_968"	"P42.1AS_pure"	11	"DNA concentration"	"ng/µl"
"P42.1BL"	"P42.1BL_preserved"	44	"dry weight biomass"	"mg"
"IM18_971"	"P42.1BL_pure"	20	"DNA concentration"	"ng/µl"
"P42.1BS"	"P42.1BS_preserved"	62	"dry weight biomass"	"mg"
"IM18_970"	"P42.1BS_pure"	33	"DNA concentration"	"ng/µl"
"P42.2AL"	"P42.2AL_preserved"	26	"dry weight biomass"	"mg"
"P42.2AS"	"P42.2AS_preserved"	21	"dry weight biomass"	"mg"
"IM18_723"	"P42.2AS_pure"	16	"DNA concentration"	"ng/µl"
"P42.2BL"	"P42.2BL_preserved"	119	"dry weight biomass"	"mg"
"IM18_682"	"P42.2BL_pure"	18	"DNA concentration"	"ng/µl"
"P42.2BS"	"P42.2BS_preserved"	66	"dry weight biomass"	"mg"
"IM18_681"	"P42.2BS_pure"	39	"DNA concentration"	"ng/µl"
"P43.1AS"	"P43.1AS_preserved"	4	"dry weight biomass"	"mg"
"IM18_762"	"P43.1AS_pure"	3	"DNA concentration"	"ng/µl"
"P43.1BS"	"P43.1BS_preserved"	6	"dry weight biomass"	"mg"
"IM18_683"	"P43.1BS_pure"	4	"DNA concentration"	"ng/µl"
"P43.2AL"	"P43.2AL_preserved"	45	"dry weight biomass"	"mg"
"IM18_900"	"P43.2AL_pure"	6	"DNA concentration"	"ng/µl"
"P43.2AS"	"P43.2AS_preserved"	43	"dry weight biomass"	"mg"
"IM18_899"	"P43.2AS_pure"	31	"DNA concentration"	"ng/µl"
"P43.2BS"	"P43.2BS_preserved"	49	"dry weight biomass"	"mg"
"IM18_901"	"P43.2BS_pure"	30	"DNA concentration"	"ng/µl"
"P44.1AL"	"P44.1AL_preserved"	193	"dry weight biomass"	"mg"
"IM18_973"	"P44.1AL_pure"	26	"DNA concentration"	"ng/µl"
"P44.1AS"	"P44.1AS_preserved"	125	"dry weight biomass"	"mg"
"IM18_972"	"P44.1AS_pure"	45	"DNA concentration"	"ng/µl"
"P44.1BL"	"P44.1BL_preserved"	6	"dry weight biomass"	"mg"
"IM18_1008"	"P44.1BL_pure"	17	"DNA concentration"	"ng/µl"
"P44.1BS"	"P44.1BS_preserved"	121	"dry weight biomass"	"mg"
"IM18_1007"	"P44.1BS_pure"	35	"DNA concentration"	"ng/µl"
"P44.2AL"	"P44.2AL_preserved"	62	"dry weight biomass"	"mg"
"IM18_1031"	"P44.2AL_pure"	12	"DNA concentration"	"ng/µl"
"P44.2AS"	"P44.2AS_preserved"	757	"dry weight biomass"	"mg"
"IM18_1030"	"P44.2AS_pure"	26	"DNA concentration"	"ng/µl"
"P44.2BL"	"P44.2BL_preserved"	106	"dry weight biomass"	"mg"
"IM18_442"	"P44.2BL_pure"	33	"DNA concentration"	"ng/µl"
"P44.2BS"	"P44.2BS_preserved"	4250	"dry weight biomass"	"mg"
"IM18_441"	"P44.2BS_pure"	42	"DNA concentration"	"ng/µl"
"P46.1AS"	"P46.1AS_preserved"	58	"dry weight biomass"	"mg"
"IM18_974"	"P46.1AS_pure"	35	"DNA concentration"	"ng/µl"
"P46.1BL"	"P46.1BL_preserved"	21	"dry weight biomass"	"mg"
"IM18_976"	"P46.1BL_pure"	2	"DNA concentration"	"ng/µl"
"P46.1BS"	"P46.1BS_preserved"	32	"dry weight biomass"	"mg"
"IM18_975"	"P46.1BS_pure"	30	"DNA concentration"	"ng/µl"
"P46.2AL"	"P46.2AL_preserved"	7	"dry weight biomass"	"mg"
"IM18_372"	"P46.2AL_pure"	2	"DNA concentration"	"ng/µl"
"P46.2AS"	"P46.2AS_preserved"	58	"dry weight biomass"	"mg"
"IM18_371"	"P46.2AS_pure"	36	"DNA concentration"	"ng/µl"
"P46.2BL"	"P46.2BL_preserved"	16	"dry weight biomass"	"mg"
"IM18_444"	"P46.2BL_pure"	4	"DNA concentration"	"ng/µl"
"P46.2BS"	"P46.2BS_preserved"	124	"dry weight biomass"	"mg"
"IM18_443"	"P46.2BS_pure"	36	"DNA concentration"	"ng/µl"
"P47.1AL"	"P47.1AL_preserved"	222	"dry weight biomass"	"mg"
"IM18_978"	"P47.1AL_pure"	31	"DNA concentration"	"ng/µl"
"P47.1AS"	"P47.1AS_preserved"	23	"dry weight biomass"	"mg"
"IM18_977"	"P47.1AS_pure"	22	"DNA concentration"	"ng/µl"
"P47.1BL"	"P47.1BL_preserved"	6	"dry weight biomass"	"mg"
"P47.1BS"	"P47.1BS_preserved"	710	"dry weight biomass"	"mg"
"IM18_979"	"P47.1BS_pure"	35	"DNA concentration"	"ng/µl"
"P47.2AL"	"P47.2AL_preserved"	7	"dry weight biomass"	"mg"
"P47.2AS"	"P47.2AS_preserved"	44	"dry weight biomass"	"mg"
"P47.2BL"	"P47.2BL_preserved"	17	"dry weight biomass"	"mg"
"IM18_685"	"P47.2BL_pure"	4	"DNA concentration"	"ng/µl"
"P47.2BS"	"P47.2BS_preserved"	1959	"dry weight biomass"	"mg"
"IM18_684"	"P47.2BS_pure"	119	"DNA concentration"	"ng/µl"
"P48.1AS"	"P48.1AS_preserved"	5	"dry weight biomass"	"mg"
"IM18_310"	"P48.1AS_pure"	1	"DNA concentration"	"ng/µl"
"P48.1BS"	"P48.1BS_preserved"	76	"dry weight biomass"	"mg"
"IM18_311"	"P48.1BS_pure"	18	"DNA concentration"	"ng/µl"
"P48.2AL"	"P48.2AL_preserved"	37	"dry weight biomass"	"mg"
"IM18_62"	"P48.2AL_pure"	3	"DNA concentration"	"ng/µl"
"P48.2AS"	"P48.2AS_preserved"	12	"dry weight biomass"	"mg"
"IM18_61"	"P48.2AS_pure"	7	"DNA concentration"	"ng/µl"
"P48.2BL"	"P48.2BL_preserved"	15	"dry weight biomass"	"mg"
"IM18_64"	"P48.2BL_pure"	9	"DNA concentration"	"ng/µl"
"P48.2BS"	"P48.2BS_preserved"	79	"dry weight biomass"	"mg"
"IM18_63"	"P48.2BS_pure"	39	"DNA concentration"	"ng/µl"
"P49.1AL"	"P49.1AL_preserved"	21	"dry weight biomass"	"mg"
"IM18_752"	"P49.1AL_pure"	4	"DNA concentration"	"ng/µl"
"P49.1AS"	"P49.1AS_preserved"	57	"dry weight biomass"	"mg"
"IM18_751"	"P49.1AS_pure"	42	"DNA concentration"	"ng/µl"
"P49.1BS"	"P49.1BS_preserved"	52	"dry weight biomass"	"mg"
"IM18_630"	"P49.1BS_pure"	38	"DNA concentration"	"ng/µl"
"P49.2AL"	"P49.2AL_preserved"	13	"dry weight biomass"	"mg"
"IM18_754"	"P49.2AL_pure"	4	"DNA concentration"	"ng/µl"
"P49.2AS"	"P49.2AS_preserved"	76	"dry weight biomass"	"mg"
"IM18_753"	"P49.2AS_pure"	45	"DNA concentration"	"ng/µl"
"P49.2BL"	"P49.2BL_preserved"	12	"dry weight biomass"	"mg"
"IM18_632"	"P49.2BL_pure"	5	"DNA concentration"	"ng/µl"
"P49.2BS"	"P49.2BS_preserved"	101	"dry weight biomass"	"mg"
"IM18_631"	"P49.2BS_pure"	50	"DNA concentration"	"ng/µl"
"P50.1AL"	"P50.1AL_preserved"	60	"dry weight biomass"	"mg"
"IM18_66"	"P50.1AL_pure"	12	"DNA concentration"	"ng/µl"
"P50.1AS"	"P50.1AS_preserved"	62	"dry weight biomass"	"mg"
"IM18_65"	"P50.1AS_pure"	27	"DNA concentration"	"ng/µl"
"P50.1BL"	"P50.1BL_preserved"	11	"dry weight biomass"	"mg"
"IM18_565"	"P50.1BL_pure"	4	"DNA concentration"	"ng/µl"
"P50.1BS"	"P50.1BS_preserved"	919	"dry weight biomass"	"mg"
"IM18_564"	"P50.1BS_pure"	52	"DNA concentration"	"ng/µl"
"P50.2AL"	"P50.2AL_preserved"	1	"dry weight biomass"	"mg"
"P50.2AS"	"P50.2AS_preserved"	258	"dry weight biomass"	"mg"
"IM18_67"	"P50.2AS_pure"	20	"DNA concentration"	"ng/µl"
"P50.2BL"	"P50.2BL_preserved"	56	"dry weight biomass"	"mg"
"IM18_70"	"P50.2BL_pure"	15	"DNA concentration"	"ng/µl"
"P50.2BS"	"P50.2BS_preserved"	2136	"dry weight biomass"	"mg"
"IM18_69"	"P50.2BS_pure"	121	"DNA concentration"	"ng/µl"
"P51.1AL"	"P51.1AL_preserved"	21	"dry weight biomass"	"mg"
"IM18_726"	"P51.1AL_pure"	4	"DNA concentration"	"ng/µl"
"P51.1AS"	"P51.1AS_preserved"	53	"dry weight biomass"	"mg"
"IM18_725"	"P51.1AS_pure"	35	"DNA concentration"	"ng/µl"
"P51.1BL"	"P51.1BL_preserved"	86	"dry weight biomass"	"mg"
"IM18_567"	"P51.1BL_pure"	3	"DNA concentration"	"ng/µl"
"P51.1BS"	"P51.1BS_preserved"	292	"dry weight biomass"	"mg"
"IM18_566"	"P51.1BS_pure"	38	"DNA concentration"	"ng/µl"
"P51.2AL"	"P51.2AL_preserved"	81	"dry weight biomass"	"mg"
"IM18_728"	"P51.2AL_pure"	20	"DNA concentration"	"ng/µl"
"P51.2AS"	"P51.2AS_preserved"	139	"dry weight biomass"	"mg"
"IM18_727"	"P51.2AS_pure"	57	"DNA concentration"	"ng/µl"
"P51.2BL"	"P51.2BL_preserved"	605	"dry weight biomass"	"mg"
"IM18_446"	"P51.2BL_pure"	2	"DNA concentration"	"ng/µl"
"P51.2BS"	"P51.2BS_preserved"	405	"dry weight biomass"	"mg"
"IM18_445"	"P51.2BS_pure"	38	"DNA concentration"	"ng/µl"
"P52.1AS"	"P52.1AS_preserved"	23	"dry weight biomass"	"mg"
"IM18_1032"	"P52.1AS_pure"	21	"DNA concentration"	"ng/µl"
"P52.2AL"	"P52.2AL_preserved"	162	"dry weight biomass"	"mg"
"IM18_448"	"P52.2AL_pure"	22	"DNA concentration"	"ng/µl"
"P52.2AS"	"P52.2AS_preserved"	53	"dry weight biomass"	"mg"
"IM18_447"	"P52.2AS_pure"	18	"DNA concentration"	"ng/µl"
"P54.1AL"	"P54.1AL_preserved"	19	"dry weight biomass"	"mg"
"IM18_450"	"P54.1AL_pure"	27	"DNA concentration"	"ng/µl"
"P54.1AS"	"P54.1AS_preserved"	29	"dry weight biomass"	"mg"
"IM18_449"	"P54.1AS_pure"	29	"DNA concentration"	"ng/µl"
"P54.1BL"	"P54.1BL_preserved"	75	"dry weight biomass"	"mg"
"IM18_569"	"P54.1BL_pure"	11	"DNA concentration"	"ng/µl"
"P54.1BS"	"P54.1BS_preserved"	136	"dry weight biomass"	"mg"
"IM18_568"	"P54.1BS_pure"	32	"DNA concentration"	"ng/µl"
"P54.2AS"	"P54.2AS_preserved"	9	"dry weight biomass"	"mg"
"P55.2BS"	"P55.2BS_preserved"	31	"dry weight biomass"	"mg"
"P57.1AL"	"P57.1AL_preserved"	8	"dry weight biomass"	"mg"
"IM18_452"	"P57.1AL_pure"	10	"DNA concentration"	"ng/µl"
"P57.1AS"	"P57.1AS_preserved"	59	"dry weight biomass"	"mg"
"IM18_451"	"P57.1AS_pure"	48	"DNA concentration"	"ng/µl"
"P57.2AL"	"P57.2AL_preserved"	123	"dry weight biomass"	"mg"
"IM18_454"	"P57.2AL_pure"	10	"DNA concentration"	"ng/µl"
"P57.2AS"	"P57.2AS_preserved"	15	"dry weight biomass"	"mg"
"IM18_453"	"P57.2AS_pure"	17	"DNA concentration"	"ng/µl"
"P58.1AS"	"P58.1AS_preserved"	8	"dry weight biomass"	"mg"
"IM18_1033"	"P58.1AS_pure"	7	"DNA concentration"	"ng/µl"
"P58.1BL"	"P58.1BL_preserved"	21	"dry weight biomass"	"mg"
"P58.1BS"	"P58.1BS_preserved"	37	"dry weight biomass"	"mg"
"IM18_571"	"P58.1BS_pure"	25	"DNA concentration"	"ng/µl"
"P58.2AL"	"P58.2AL_preserved"	204	"dry weight biomass"	"mg"
"IM18_982"	"P58.2AL_pure"	3	"DNA concentration"	"ng/µl"
"P58.2AS"	"P58.2AS_preserved"	17	"dry weight biomass"	"mg"
"IM18_981"	"P58.2AS_pure"	3	"DNA concentration"	"ng/µl"
"P58.2BL"	"P58.2BL_preserved"	61	"dry weight biomass"	"mg"
"IM18_984"	"P58.2BL_pure"	14	"DNA concentration"	"ng/µl"
"P58.2BS"	"P58.2BS_preserved"	104	"dry weight biomass"	"mg"
"IM18_983"	"P58.2BS_pure"	38	"DNA concentration"	"ng/µl"
"P59.1AS"	"P59.1AS_preserved"	9	"dry weight biomass"	"mg"
"IM18_312"	"P59.1AS_pure"	2	"DNA concentration"	"ng/µl"
"P59.1BS"	"P59.1BS_preserved"	4	"dry weight biomass"	"mg"
"IM18_313"	"P59.1BS_pure"	2	"DNA concentration"	"ng/µl"
"P59.2AS"	"P59.2AS_preserved"	31	"dry weight biomass"	"mg"
"IM18_314"	"P59.2AS_pure"	8	"DNA concentration"	"ng/µl"
"P59.2BL"	"P59.2BL_preserved"	25	"dry weight biomass"	"mg"
"IM18_316"	"P59.2BL_pure"	8	"DNA concentration"	"ng/µl"
"P59.2BS"	"P59.2BS_preserved"	100	"dry weight biomass"	"mg"
"IM18_315"	"P59.2BS_pure"	11	"DNA concentration"	"ng/µl"
"P6.1AS"	"P6.1AS_preserved"	34	"dry weight biomass"	"mg"
"P6.2AL"	"P6.2AL_preserved"	9	"dry weight biomass"	"mg"
"P6.2AS"	"P6.2AS_preserved"	9	"dry weight biomass"	"mg"
"P60.1AL"	"P60.1AL_preserved"	45	"dry weight biomass"	"mg"
"IM18_730"	"P60.1AL_pure"	8	"DNA concentration"	"ng/µl"
"P60.1AS"	"P60.1AS_preserved"	120	"dry weight biomass"	"mg"
"IM18_729"	"P60.1AS_pure"	42	"DNA concentration"	"ng/µl"
"P60.1BL"	"P60.1BL_preserved"	51	"dry weight biomass"	"mg"
"IM18_574"	"P60.1BL_pure"	7	"DNA concentration"	"ng/µl"
"P60.1BS"	"P60.1BS_preserved"	52	"dry weight biomass"	"mg"
"IM18_573"	"P60.1BS_pure"	31	"DNA concentration"	"ng/µl"
"P60.2AL"	"P60.2AL_preserved"	19	"dry weight biomass"	"mg"
"IM18_456"	"P60.2AL_pure"	24	"DNA concentration"	"ng/µl"
"P60.2AS"	"P60.2AS_preserved"	186	"dry weight biomass"	"mg"
"IM18_455"	"P60.2AS_pure"	52	"DNA concentration"	"ng/µl"
"P60.2BL"	"P60.2BL_preserved"	4	"dry weight biomass"	"mg"
"IM18_576"	"P60.2BL_pure"	10	"DNA concentration"	"ng/µl"
"P60.2BS"	"P60.2BS_preserved"	98	"dry weight biomass"	"mg"
"IM18_575"	"P60.2BS_pure"	33	"DNA concentration"	"ng/µl"
"P61.1BL"	"P61.1BL_preserved"	29	"dry weight biomass"	"mg"
"IM18_578"	"P61.1BL_pure"	7	"DNA concentration"	"ng/µl"
"P61.1BS"	"P61.1BS_preserved"	35	"dry weight biomass"	"mg"
"IM18_577"	"P61.1BS_pure"	37	"DNA concentration"	"ng/µl"
"P63.2AL"	"P63.2AL_preserved"	5	"dry weight biomass"	"mg"
"IM18_458"	"P63.2AL_pure"	5	"DNA concentration"	"ng/µl"
"P63.2AS"	"P63.2AS_preserved"	9	"dry weight biomass"	"mg"
"IM18_457"	"P63.2AS_pure"	8	"DNA concentration"	"ng/µl"
"P64.1AL"	"P64.1AL_preserved"	374	"dry weight biomass"	"mg"
"IM18_72"	"P64.1AL_pure"	48	"DNA concentration"	"ng/µl"
"P64.1AS"	"P64.1AS_preserved"	781	"dry weight biomass"	"mg"
"IM18_71"	"P64.1AS_pure"	40	"DNA concentration"	"ng/µl"
"P64.1BL"	"P64.1BL_preserved"	326	"dry weight biomass"	"mg"
"IM18_74"	"P64.1BL_pure"	45	"DNA concentration"	"ng/µl"
"P64.1BS"	"P64.1BS_preserved"	364	"dry weight biomass"	"mg"
"IM18_73"	"P64.1BS_pure"	51	"DNA concentration"	"ng/µl"
"P64.2AL"	"P64.2AL_preserved"	63	"dry weight biomass"	"mg"
"IM18_76"	"P64.2AL_pure"	16	"DNA concentration"	"ng/µl"
"P64.2AS"	"P64.2AS_preserved"	300	"dry weight biomass"	"mg"
"IM18_75"	"P64.2AS_pure"	44	"DNA concentration"	"ng/µl"
"P64.2BL"	"P64.2BL_preserved"	44	"dry weight biomass"	"mg"
"P64.2BS"	"P64.2BS_preserved"	635	"dry weight biomass"	"mg"
"P65.1AS"	"P65.1AS_preserved"	56	"dry weight biomass"	"mg"
